product_name,product_slug,post_parent,ID,post_status,sku,stock,visibility,stock_status,product_url,product_page_url,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:giftcard-category,tax:translation_priority,attribute:pa_material,attribute_data:pa_material,attribute:pa_metal,attribute_data:pa_metal,attribute:pa_metal-purity,attribute_data:pa_metal-purity,attribute:pa_shape,attribute_data:pa_shape,attribute:pa_style,attribute_data:pa_style
"Sapphire diamond ring in 18k rose gold",sapphire-diamond-ring-in-18k-rose-gold-5,,30473,publish,R40329KP18SR001,,,instock,,https://eji.com.hk/product/sapphire-diamond-ring-in-18k-rose-gold-5/,,simple,,"Private Collection > Colour Crush|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Diamond ring in two tone 18k gold",diamond-ring-in-two-tone-18k-gold-8,,30474,publish,R40331GC18DD001,,,instock,,https://eji.com.hk/product/diamond-ring-in-two-tone-18k-gold-8/,,simple,,"Private Collection > Colour Crush|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Diamond ring in two tone 18k gold",diamond-ring-in-two-tone-18k-gold-6,,30475,publish,R40332GC18DD001,,,instock,,https://eji.com.hk/product/diamond-ring-in-two-tone-18k-gold-6/,,simple,,"Private Collection > Colour Crush|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Sapphire diamond necklace in 18k rose gold",sapphire-diamond-necklace-in-18k-rose-gold-5,,30514,publish,P40340KP18SR001,,,instock,,https://eji.com.hk/product/sapphire-diamond-necklace-in-18k-rose-gold-5/,,simple,,"Private Collection > Colour Crush|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Sapphire diamond necklace in 18k white gold",sapphire-diamond-necklace-in-18k-white-gold-10,,30515,publish,P40376GW18SA001,,,instock,,https://eji.com.hk/product/sapphire-diamond-necklace-in-18k-white-gold-10/,,simple,,"Private Collection > Colour Crush|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Ring in 18K White Gold",diamond-ring-in-18k-white-gold-14,,30651,publish,RB34947,,,instock,,https://eji.com.hk/product/diamond-ring-in-18k-white-gold-14/,,simple,,"Private Collection > Classic|Private Collection|Private Collection > Rings",,,,Optional,,,,,,,,,,
"Diamond Necklace in 18K White Gold",diamond-necklace-in-18k-white-gold-14,,30654,publish,PA34948,,,instock,,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-14/,,simple,,"Private Collection > Classic|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Necklace in 18K White Gold",diamond-necklace-in-18k-white-gold-29,,30656,publish,PB34948,,,instock,,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-29/,,simple,,"Private Collection > Classic|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Stud Earrings in 18K White Gold",diamond-earrings-in-18k-white-gold-22,,30657,publish,EA34949,,,instock,,https://eji.com.hk/product/diamond-earrings-in-18k-white-gold-22/,,simple,,"Private Collection > Classic|Earrings > Diamond Earrings|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Earrings in 18K White Gold",diamond-earrings-in-18k-white-gold-11,,30658,publish,E40269GW18DD001,,,instock,,https://eji.com.hk/product/diamond-earrings-in-18k-white-gold-11/,,simple,,"Earrings > Diamond Earrings|Private Collection > Drizzle|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Morganite diamond earrings in two tone 18k gold",,,30840,draft,E28599GC18MO001,,,instock,,https://eji.com.hk/?post_type=product&p=30840,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Sapphire Diamond Necklace in 18K Rose Gold",sapphire-diamond-necklace-in-18k-rose-gold-6,,30844,publish,P40375KP18SP001,,,instock,,https://eji.com.hk/product/sapphire-diamond-necklace-in-18k-rose-gold-6/,,simple,,"Private Collection > Colour Crush|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Sapphire Diamond Ring in 14K White Gold",sapphire-diamond-ring-in-14k-white-gold,,31262,publish,R25809KW14SA001,,,instock,,https://eji.com.hk/product/sapphire-diamond-ring-in-14k-white-gold/,,simple,,"Bridal & Engagement > Colourful Engagement Rings|Private Collection > Rings","colored bridal",,,,,,,,,,,,,
"Sapphire Diamond Ring in 14K White Gold",sapphire-diamond-ring-in-14k-white-gold-2,,31264,publish,R25815,,,instock,,https://eji.com.hk/product/sapphire-diamond-ring-in-14k-white-gold-2/,,simple,,"Bridal & Engagement > Colourful Engagement Rings|Private Collection > Rings",,,,,,,,,,,,,,
"Sapphire diamond necklace in 18k white gold",__trashed,,31277,draft,N28402GW18SA001-1,,,instock,,https://eji.com.hk/?post_type=product&p=31277,,simple,,"Private Collection > Drizzle|Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Sapphire diamond ring in 14k white gold",,,31374,draft,R26179KW14SA002,,,instock,,https://eji.com.hk/?post_type=product&p=31374,,simple,,"Bridal & Engagement > Colourful Engagement Rings|Private Collection > Rings",,,,,,,,,,,,,,
"Diamond Necklace in 18K White Gold",diamond-necklace-in-18k-white-gold-33,,32100,publish,P28520GW18DD001,,,instock,,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-33/,,simple,,"Private Collection > Classic|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
"Sapphire Diamond Ring in 18K White Gold",,,32108,draft,R28416GW18SA001,,,instock,,https://eji.com.hk/?post_type=product&p=32108,,simple,,"Private Collection > Colour Crush|Private Collection > Rings",,,,,,,,,,,,,,
"Trio Emerald Diamond Ring in 18K White Gold",trio-emerald-diamond-ring-in-18k-gold,,39906,draft,R28621,,,instock,,https://eji.com.hk/?post_type=product&p=39906,,simple,,"Classic High Jewellery|Private Collection|Private Collection > Rings|Classic High Jewellery > Rings",Emeralds,,,Optional,,,,,,,,,,
"Emerald Diamond Earrings in 18K Gold",emerald-diamond-earrings-in-18k-gold,,39924,draft,E28621,,,instock,,https://eji.com.hk/?post_type=product&p=39924,,simple,,"Classic High Jewellery|Private Collection > Earrings|Classic High Jewellery > Earrings|Private Collection",Emeralds,,,Optional,,,,,,,,,,
"Pear Sapphire Diamond Pendant in 18K White Gold",pear-sapphire-diamond-pendant-in-18k-white-gold,,42800,publish,P28604,,,instock,,https://eji.com.hk/product/pear-sapphire-diamond-pendant-in-18k-white-gold/,,simple,,"Classic High Jewellery|Private Collection > Necklaces & Pendants|Classic High Jewellery > Necklaces & Pendants|Private Collection",GRS,,,Optional,,,,,,,,,,
"Pear Sapphire Diamond Earrings in 18K White Gold",pear-sapphire-diamond-earrings-in-18k-white-gold,,42802,publish,E28604,,,instock,,https://eji.com.hk/product/pear-sapphire-diamond-earrings-in-18k-white-gold/,,simple,,"Classic High Jewellery|Private Collection > Earrings|Classic High Jewellery > Earrings|Private Collection",GRS,,,Optional,,,,,,,,,,
"Trio Pear Sapphire Diamond Ring in 18K White Gold",trio-pear-sapphire-diamond-ring-in-18k-white-gold,,42805,publish,R28604,,,instock,,https://eji.com.hk/product/trio-pear-sapphire-diamond-ring-in-18k-white-gold/,,simple,,"Classic High Jewellery|Private Collection|Private Collection > Rings|Classic High Jewellery > Rings",GIA|GRS,,,Optional,,,,,,,,,,
"Oval Ruby Diamond Pendant in Two Tone 18K Gold",oval-ruby-diamond-pendant-in-two-tone-18k-gold,,42807,publish,P28605,,,instock,,https://eji.com.hk/product/oval-ruby-diamond-pendant-in-two-tone-18k-gold/,,simple,,"Classic High Jewellery|Private Collection > Necklaces & Pendants|Classic High Jewellery > Necklaces & Pendants|Private Collection",GRS,,,Optional,,,,,,,,,,
"Oval Ruby Diamond Earrings in Two Tone 18K Gold",oval-ruby-diamond-earrings-in-two-tone-18k-gold,,42810,publish,E28605,,,instock,,https://eji.com.hk/product/oval-ruby-diamond-earrings-in-two-tone-18k-gold/,,simple,,"Classic High Jewellery|Private Collection > Earrings|Classic High Jewellery > Earrings|Private Collection",GRS,,,Optional,,,,,,,,,,
"Trio Oval Ruby Diamond Ring in Two Tone 18K Gold",trio-oval-ruby-diamond-ring-in-two-tone-18k-gold,,42812,publish,R28605,,,instock,,https://eji.com.hk/product/trio-oval-ruby-diamond-ring-in-two-tone-18k-gold/,,simple,,"Classic High Jewellery|Private Collection|Private Collection > Rings|Classic High Jewellery > Rings",GRS,,,Optional,,,,,,,,,,
"Double Stone Asscher Diamond Split Ring in 18K White Gold",double-stone-asscher-diamond-split-ring-in-18k-white-gold,,42814,publish,R28606,,,instock,,https://eji.com.hk/product/double-stone-asscher-diamond-split-ring-in-18k-white-gold/,,simple,,"Classic High Jewellery|Private Collection|Private Collection > Rings|Classic High Jewellery > Rings",GIA,,,Optional,,,,,,,,,,
"Double Stone Baguette Diamond Split Ring in 18K White Gold",double-stone-baguette-diamond-split-ring-in-18k-white-gold,,42817,publish,R28607,,,instock,,https://eji.com.hk/product/double-stone-baguette-diamond-split-ring-in-18k-white-gold/,,simple,,"Classic High Jewellery|Private Collection|Private Collection > Rings|Classic High Jewellery > Rings",GIA,,,Optional,,,,,,,,,,
"Double Stone Pear Diamond Split Ring in 18K White Gold",double-stone-pear-diamond-split-ring-in-18k-white-gold,,42820,publish,R28608,,,instock,,https://eji.com.hk/product/double-stone-pear-diamond-split-ring-in-18k-white-gold/,,simple,,"Classic High Jewellery|Private Collection|Private Collection > Rings|Classic High Jewellery > Rings",GIA,,,Optional,,,,,,,,,,
"Double Stone Pear Diamond Split Ring in 18K White Gold",double-stone-pear-diamond-split-ring-in-18k-white-gold-2,,42823,publish,R28609,,,instock,,https://eji.com.hk/product/double-stone-pear-diamond-split-ring-in-18k-white-gold-2/,,simple,,"Classic High Jewellery|Private Collection|Private Collection > Rings|Classic High Jewellery > Rings",GIA,,,Optional,,,,,,,,,,
"Double Stone Asscher Diamond Split Ring in 18K White Gold",double-stone-asscher-diamond-split-ring-in-18k-white-gold-2,,42826,publish,R28610,,,instock,,https://eji.com.hk/product/double-stone-asscher-diamond-split-ring-in-18k-white-gold-2/,,simple,,"Classic High Jewellery|Private Collection|Private Collection > Rings|Classic High Jewellery > Rings",GIA,,,Optional,,,,,,,,,,
"Double Stone Oval Diamond Split Ring in 18K White Gold",double-stone-oval-diamond-split-ring-in-18k-white-gold,,42829,publish,R28611,,,instock,,https://eji.com.hk/product/double-stone-oval-diamond-split-ring-in-18k-white-gold/,,simple,,"Classic High Jewellery|Private Collection|Private Collection > Rings|Classic High Jewellery > Rings",GIA,,,Optional,,,,,,,,,,
"Product name",product-name,,53064,private,,,,instock,,https://eji.com.hk/product/product-name/,,simple,,"Private Collection > Colour Crush|Private Collection > Earrings|Private Collection",,,,Optional,Diamond|Sapphire,0|1|0,"Rose Gold|White Gold|Yellow Gold",1|1|0,,,,,,
