post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,meta:total_sales,meta:_global_unique_id,wpml:language_code,wpml:original_product_id,wpml:original_product_sku,tax:product_brand,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,tax:giftcard-category,tax:translation_priority,attribute:pa_material,attribute_data:pa_material,attribute:pa_metal,attribute_data:pa_metal,attribute:pa_metal-purity,attribute_data:pa_metal-purity,attribute:pa_shape,attribute_data:pa_shape,attribute:pa_style,attribute_data:pa_style
"Rainbow sapphire huggie earrings in 18k gold",rainbow-sapphire-huggie-earrings-in-18k-gold,,29986,,,publish,,376,"2022-05-10 17:37:51",1,closed,E39937KY18SR001,,,no,no,,500,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/E39937KY18SR001.jpg ! alt :  ! title : E39937KY18SR001 ! desc :  ! caption : ",,https://eji.com.hk/product/rainbow-sapphire-huggie-earrings-in-18k-gold/,0,,en,29986,E39937KY18SR001,,simple,,"Earrings > Gemstone Diamond Earrings|Earrings > Hoop Earrings",,,,,,,,,,,,,,
"Sapphire diamond akoya pearl butterfly necklace in 18k rose gold",sapphire-diamond-akoya-pearl-butterfly-necklace-in-18k-rose-gold,,29993,,,publish,,286,"2022-03-12 15:32:36",1,closed,P28026KP18V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/P28026KP18V01001.jpg ! alt :  ! title : P28026KP18V01001 ! desc :  ! caption : ",,https://eji.com.hk/product/sapphire-diamond-akoya-pearl-butterfly-necklace-in-18k-rose-gold/,0,,en,29993,P28026KP18V01001,,simple,,,,,,,,,,,,,,,,
"Sapphire Diamond Akoya Pearl Butterfly Ring in 18K Rose gold",sapphire-diamond-akoya-pearl-butterfly-ring-in-18k-rose-gold,,29994,,,publish,,287,"2022-03-12 15:38:03",1,closed,R28026KP18V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/R28026KP18V01001.jpg ! alt :  ! title : R28026KP18V01001 ! desc :  ! caption : ",,https://eji.com.hk/product/sapphire-diamond-akoya-pearl-butterfly-ring-in-18k-rose-gold/,0,,en,29994,R28026KP18V01001,,simple,,,,,,,,,,,,,,,,
"Citrine diamond bee ring in 18k gold",citrine-diamond-bee-ring-in-18k-gold,,29995,,,publish,,46,"2022-05-12 15:44:54",1,closed,R27521KY18V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/R27521KY18V01001.jpg ! alt :  ! title : R27521KY18V01001 ! desc :  ! caption : ",,https://eji.com.hk/product/citrine-diamond-bee-ring-in-18k-gold/,0,,en,29995,R27521KY18V01001,,simple,,,,,,,,,,,,,,,,
"Bee diamond earrings in 18k gold",bee-diamond-earrings-in-18k-gold,,30000,,,publish,,30,"2022-05-12 15:56:55",1,closed,E27521KY18V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/E27521KY18V01001.jpg ! alt :  ! title : E27521KY18V01001 ! desc :  ! caption : ",,https://eji.com.hk/product/bee-diamond-earrings-in-18k-gold/,0,,en,30000,E27521KY18V01001,,simple,,"Earrings > Diamond Earrings",,,,,,,,,,,,,,
"Bee diamond drop earrings in 18k gold",citrine-diamond-bee-drop-earrings-in-18k-gold,,30001,,,publish,,29,"2022-05-12 15:57:51",1,closed,E27522KY18V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/E27522KY18V01001.jpg ! alt :  ! title : E27522KY18V01001 ! desc :  ! caption : ",,https://eji.com.hk/product/citrine-diamond-bee-drop-earrings-in-18k-gold/,0,,en,30001,E27522KY18V01001,,simple,,"Earrings > Diamond Earrings",,,,,,,,,,,,,,
"Citrine diamond bee necklace in 18k gold",citrine-diamond-bee-necklace-in-18k-gold,,30002,,,publish,,45,"2022-05-12 16:07:43",1,closed,P27521KY18V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/P27521KY18V01001.jpg ! alt :  ! title : P27521KY18V01001 ! desc :  ! caption : ",,https://eji.com.hk/product/citrine-diamond-bee-necklace-in-18k-gold/,0,,en,30002,P27521KY18V01001,,simple,,,,,,,,,,,,,,,,
"Diamond bracelet in 18k white gold",diamond-bracelet-in-18k-white-gold-6,,30018,,,publish,,52,"2022-08-17 17:03:20",1,closed,B33965GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/B33965GW18DD001.jpg ! alt :  ! title : B33965GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-bracelet-in-18k-white-gold-6/,0,,en,30018,B33965GW18DD001,,simple,,"Private Collection > Bracelets & Bangles|Classic High Jewellery > Bracelets & Bangles|Classic High Jewellery|Private Collection",,,,Optional,,,,,,,,,,
"Diamond bracelet in 18k yellow gold",,,30019,,,draft,,57,"2022-08-17 17:03:20",1,closed,B34688KY18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=30019,0,,en,30019,B34688KY18DD001,,simple,,"Private Collection > Bracelets & Bangles",,,,,,,,,,,,,,
"Diamond bracelet in 18k white gold",,,30020,,,draft,,53,"2022-08-17 17:03:21",1,closed,B40271GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=30020,0,,en,30020,B40271GW18DD001,,simple,,"Private Collection > Bracelets & Bangles",,,,,,,,,,,,,,
"Diamond Earrings in Two-tone 18K Gold",diamond-earrings-in-two-tone-18k-gold-6,,30036,,,publish,,106,"2022-08-17 17:03:30",1,closed,E28436GA18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,30090|30137|30170,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/E28436GA18DD001_2.jpg ! alt :  ! title : E28436GA18DD001_2 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-earrings-in-two-tone-18k-gold-6/,0,,en,30036,E28436GA18DD001,,simple,,"Earrings > Diamond Earrings|Private Collection > Earrings|Private Collection > Links",,,,,,,,,,,,,,
"Diamond Earrings in 18K White Gold",diamond-earrings-in-18k-white-gold-5,,30045,,,publish,,82,"2022-08-17 17:03:34",1,closed,E28462GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,30076,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/E28462GW18DD001_redo.jpg ! alt : diamonds 18k white gold link earrings ! title : E28462GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-earrings-in-18k-white-gold-5/,0,,en,30045,E28462GW18DD001,,simple,,"Earrings > Diamond Earrings|Private Collection > Earrings|Private Collection > Links",,,,,,,,,,,,,,
"Diamond Earrings in 18K White Gold",diamond-earrings-in-18k-white-gold-17,,30046,,,publish,,83,"2022-08-17 17:03:34",1,closed,E40264GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/E40264GW18DD001.jpg ! alt :  ! title : E40264GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-earrings-in-18k-white-gold-17/,0,,en,30046,E40264GW18DD001,,simple,,"Private Collection > Classic|Earrings > Diamond Earrings|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Earrings in 18K White Gold",diamond-earrings-in-18k-white-gold-21,,30047,,,publish,,84,"2022-08-17 17:03:35",1,closed,E40268GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/E40268GW18DD001.jpg ! alt :  ! title : E40268GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-earrings-in-18k-white-gold-21/,0,,en,30047,E40268GW18DD001,,simple,,"Private Collection > Classic|Earrings > Diamond Earrings|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond necklace in 18k white gold",,,30078,,,draft,,146,"2022-08-17 17:03:49",1,closed,PA34743GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=30078,0,,en,30078,PA34743GW18DD001,,simple,,"Necklaces & Pendants > Diamond Necklaces|Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Chain Diamond Ring in Two-tone 18K Gold",chain-diamond-ring-in-two-tone-18k-gold,,30090,,,publish,,44,"2022-08-17 17:03:56",1,closed,R28436GA18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,30137|30036|30170,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/R28436GA18DD001.jpg ! alt :  ! title : R28436GA18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/chain-diamond-ring-in-two-tone-18k-gold/,0,,en,30090,R28436GA18DD001,,simple,,"Rings > Diamond Rings|Private Collection > Links|Private Collection > Rings",,,,,,,,,,,,,,
"Diamond Ring in 18K Rose Gold",diamond-ring-in-18k-rose-gold-2,,30091,,,publish,,183,"2022-08-17 17:03:56",1,closed,R28437KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,30138|30143|30171,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/08/R28437KP18DD001.jpg ! alt :  ! title : R28437KP18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-in-18k-rose-gold-2/,0,,en,30091,R28437KP18DD001,,simple,,"Rings > Diamond Rings|Private Collection > Links|Private Collection > Rings",,,,,,,,,,,,,,
"Diamond Bracelet in 18K White Gold",diamond-bracelet-in-18k-white-gold-4,,30134,,,publish,,55,"2022-09-08 15:03:00",1,closed,B28433GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,30360|30168,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/B28433GW18DD001.jpg ! alt :  ! title : B28433GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-bracelet-in-18k-white-gold-4/,0,,en,30134,B28433GW18DD001,,simple,,"Private Collection > Bracelets & Bangles|Private Collection > Links",,,,,,,,,,,,,,
"Diamond Bracelet in 18K Rose Gold",diamond-bracelet-in-18k-rose-gold-2,,30135,,,publish,,48,"2022-09-08 15:03:01",1,closed,B28434KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,30193|30169,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/B28434KP18DD001.jpg ! alt :  ! title : B28434KP18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-bracelet-in-18k-rose-gold-2/,0,,en,30135,B28434KP18DD001,,simple,,"Private Collection > Bracelets & Bangles|Private Collection > Links",,,,,,,,,,,,,,
"Diamond Bracelet in 18K White Gold",diamond-bracelet-in-18k-white-gold-2,,30136,,,publish,,56,"2022-09-08 15:03:02",1,closed,B28435GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,30194|30361,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/B28435GW18DD001.jpg ! alt :  ! title : B28435GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-bracelet-in-18k-white-gold-2/,0,,en,30136,B28435GW18DD001,,simple,,"Private Collection > Bracelets & Bangles|Private Collection > Links",,,,,,,,,,,,,,
"Diamond Bracelet in 18K Rose Gold",diamond-bracelet-in-18k-rose-gold,,30138,,,publish,,49,"2022-09-08 15:03:03",1,closed,B28437KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,30143|30171|30091,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/B28437KP18DD001.jpg ! alt :  ! title : B28437KP18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-bracelet-in-18k-rose-gold/,0,,en,30138,B28437KP18DD001,,simple,,"Private Collection > Bracelets & Bangles|Private Collection > Links",,,,,,,,,,,,,,
"Diamond Earrings in 18K Rose Gold",diamond-drop-earrings-in-18k-rose-gold-4,,30143,,,publish,,66,"2022-09-08 15:03:07",1,closed,E28437KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,30138|30171|30091,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/E28437KP18DD001.jpg ! alt :  ! title : E28437KP18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-drop-earrings-in-18k-rose-gold-4/,0,,en,30143,E28437KP18DD001,,simple,,"Private Collection > Earrings|Private Collection > Links",,,,,,,,,,,,,,
"Diamond earrings in 18k white gold",,,30148,,,draft,,92,"2022-09-08 15:03:09",1,closed,E28463GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=30148,0,,en,30148,E28463GW18DD001,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Diamond drop earrings in 18k rose gold",diamond-drop-earrings-in-18k-rose-gold-2,,30149,,,publish,,67,"2022-09-08 15:03:09",1,closed,E28464KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/E28464KP18DD001.jpg ! alt :  ! title : E28464KP18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-drop-earrings-in-18k-rose-gold-2/,0,,en,30149,E28464KP18DD001,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Diamond earrings in 18k rose gold",diamond-earrings-in-18k-rose-gold,,30150,,,publish,,74,"2022-09-08 15:03:09",1,closed,E28465GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/E28465GC18DD001.jpg ! alt :  ! title : E28465GC18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-earrings-in-18k-rose-gold/,0,,en,30150,E28465GC18DD001,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Diamond earrings in 18k white gold",diamond-earrings-in-18k-white-gold-15,,30151,,,publish,,93,"2022-09-08 15:03:11",1,closed,E28466GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/E28466GW18DD001.jpg ! alt :  ! title : E28466GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-earrings-in-18k-white-gold-15/,0,,en,30151,E28466GW18DD001,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Diamond heart earrings in 18k white gold",diamond-heart-earrings-in-18k-white-gold,,30152,,,publish,,110,"2022-09-08 15:03:11",1,closed,E28514GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/E28514GW18DD001.jpg ! alt :  ! title : E28514GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-heart-earrings-in-18k-white-gold/,0,,en,30152,E28514GW18DD001,,simple,,"Private Collection > Classic|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Heart Drop Earrings in 18K White Gold",diamond-heart-drop-earrings-in-18k-white-gold,,30153,,,publish,,109,"2022-09-08 15:03:12",1,closed,E28515,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,30188|30190|30238|30154,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/E28515GW18DD001.jpg ! alt :  ! title : E28515GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-heart-drop-earrings-in-18k-white-gold/,0,,en,30153,E28515,,simple,,"Private Collection > Classic|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond Heart Stud Earrings in 18K White Gold",diamond-heart-stud-earrings-in-18k-white-gold,,30154,,,publish,,111,"2022-09-08 15:03:12",1,closed,E28523GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/E28523GW18DD001.jpg ! alt :  ! title : E28523GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-heart-stud-earrings-in-18k-white-gold/,0,,en,30154,E28523GW18DD001,,simple,,"Private Collection > Classic|Private Collection > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond earrings in 18k white gold",diamond-earrings-in-18k-white-gold-14,,30155,,,draft,,94,"2022-09-08 15:03:12",1,closed,E28533GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=30155,0,,en,30155,E28533GW18DD001,,simple,,"Classic High Jewellery|Private Collection > Earrings|Classic High Jewellery > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond earrings in 18k white gold",diamond-earrings-in-18k-white-gold-13,,30156,,,draft,,95,"2022-09-08 15:03:13",1,closed,E28534GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=30156,0,,en,30156,E28534GW18DD001,,simple,,"Classic High Jewellery|Private Collection > Earrings|Classic High Jewellery > Earrings|Private Collection",,,,Optional,,,,,,,,,,
"Diamond earrings in 18k gold",,,30157,,,draft,,70,"2022-09-08 15:03:13",1,closed,E28540KY18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=30157,0,,en,30157,E28540KY18DD001,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Diamond drop earrings in 18k rose gold",diamond-drop-earrings-in-18k-rose-gold-3,,30158,,,publish,,68,"2022-09-08 15:03:14",1,closed,E28541KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/E28541KP18DD001.jpg ! alt :  ! title : E28541KP18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-drop-earrings-in-18k-rose-gold-3/,0,,en,30158,E28541KP18DD001,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Diamond huggie drop earrings in 18k white gold",diamond-huggie-drop-earrings-in-18k-white-gold,,30159,,,publish,,117,"2022-09-08 15:03:14",1,closed,E28542GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/E28542GW18DD001.jpg ! alt :  ! title : E28542GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-huggie-drop-earrings-in-18k-white-gold/,0,,en,30159,E28542GW18DD001,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Diamond earrings in 18k white gold",diamond-earrings-in-18k-white-gold-16,,30160,,,publish,,96,"2022-09-08 15:03:14",1,closed,E28543GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/E28543GW18DD001.jpg ! alt :  ! title : E28543GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-earrings-in-18k-white-gold-16/,0,,en,30160,E28543GW18DD001,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Diamond drop earrings in 18k gold",diamond-drop-earrings-in-18k-gold,,30161,,,publish,,63,"2022-09-08 15:03:16",1,closed,E28544KY18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/E28544KY18DD001.jpg ! alt :  ! title : E28544KY18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-drop-earrings-in-18k-gold/,0,,en,30161,E28544KY18DD001,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Diamond huggie drop earrings in 18k white gold",diamond-huggie-drop-earrings-in-18k-white-gold-2,,30162,,,publish,,118,"2022-09-08 15:03:16",1,closed,E28545GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/E28545GW18DD001.jpg ! alt :  ! title : E28545GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-huggie-drop-earrings-in-18k-white-gold-2/,0,,en,30162,E28545GW18DD001,,simple,,"Private Collection > Earrings",,,,,,,,,,,,,,
"Diamond Necklace in 18K White Gold",diamond-necklace-in-18k-white-gold-13,,30168,,,publish,,154,"2022-09-08 15:03:19",1,closed,N28433GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,30134|30360,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/N28433GW18DD001.jpg ! alt :  ! title : N28433GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-13/,0,,en,30168,N28433GW18DD001,,simple,,"Private Collection > Links|Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond Necklace in 18K Rose Gold",diamond-necklace-in-18k-rose-gold-2,,30169,,,publish,,128,"2022-09-08 15:03:21",1,closed,N28434KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,30193|30135,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/N28434KP18DD001.jpg ! alt :  ! title : N28434KP18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-necklace-in-18k-rose-gold-2/,0,,en,30169,N28434KP18DD001,,simple,,"Private Collection > Links|Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond Necklace in Two-tone 18K Gold",diamond-necklace-in-two-tone-18k-gold-3,,30170,,,publish,,171,"2022-09-08 15:03:22",1,closed,N28436GA18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,30090|30137|30036,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/N28436GA18DD001.jpg ! alt :  ! title : N28436GA18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-necklace-in-two-tone-18k-gold-3/,0,,en,30170,N28436GA18DD001,,simple,,"Private Collection > Links|Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond Necklace in 18K Rose Gold",diamond-necklace-in-18k-rose-gold,,30171,,,publish,,129,"2022-09-08 15:03:22",1,closed,N28437KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,30138|30143|30091,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/N28437KP18DD001-NEED-TO-RESHOOT.jpg ! alt :  ! title : N28437KP18DD001 (NEED TO RESHOOT) ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-necklace-in-18k-rose-gold/,0,,en,30171,N28437KP18DD001,,simple,,"Private Collection > Links|Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond necklace in 18k white gold",,,30172,,,draft,,155,"2022-09-08 15:03:22",1,closed,N28463GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=30172,0,,en,30172,N28463GW18DD001,,simple,,"Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond necklace in two tone 18k gold",diamond-necklace-in-two-tone-18k-gold-11,,30182,,,publish,,173,"2022-09-08 15:03:27",1,closed,P28465GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/P28465GC18DD001.jpg ! alt :  ! title : P28465GC18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-necklace-in-two-tone-18k-gold-11/,0,,en,30182,P28465GC18DD001,,simple,,"Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond necklace in 18k white gold",diamond-necklace-in-18k-white-gold-21,,30183,,,publish,,156,"2022-09-08 15:03:28",1,closed,P28466GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/P28466GW18DD001.jpg ! alt :  ! title : P28466GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-21/,0,,en,30183,P28466GW18DD001,,simple,,"Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond necklace in 18k rose gold",diamond-necklace-in-18k-rose-gold-4,,30184,,,publish,,130,"2022-09-08 15:03:28",1,closed,P28467KY18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/P28467KY18DD001.jpg ! alt :  ! title : P28467KY18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-necklace-in-18k-rose-gold-4/,0,,en,30184,P28467KY18DD001,,simple,,"Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond necklace in 18k white gold",diamond-necklace-in-18k-white-gold-22,,30185,,,publish,,157,"2022-09-08 15:03:28",1,closed,P28468GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/P28468GW18DD001.jpg ! alt :  ! title : P28468GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-necklace-in-18k-white-gold-22/,0,,en,30185,P28468GW18DD001,,simple,,"Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond necklace in 18k rose gold",,,30186,,,draft,,131,"2022-09-08 15:03:29",1,closed,P28469KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=30186,0,,en,30186,P28469KP18DD001,,simple,,"Private Collection > Necklaces & Pendants",,,,,,,,,,,,,,
"Diamond heart necklace in 18k white gold",diamond-heart-necklace-in-18k-white-gold,,30187,,,publish,,112,"2022-09-08 15:03:29",1,closed,P28514GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/09/P28514GW18DD001.jpg ! alt :  ! title : P28514GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-heart-necklace-in-18k-white-gold/,0,,en,30187,P28514GW18DD001,,simple,,"Private Collection > Classic|Private Collection > Necklaces & Pendants|Private Collection",,,,Optional,,,,,,,,,,
