post_title,post_name,post_parent,ID,post_content,post_excerpt,post_status,post_password,menu_order,post_date,post_author,comment_status,sku,parent_sku,children,downloadable,virtual,stock,regular_price,sale_price,weight,length,width,height,tax_class,visibility,stock_status,backorders,sold_individually,low_stock_amount,manage_stock,tax_status,upsell_ids,crosssell_ids,purchase_note,sale_price_dates_from,sale_price_dates_to,download_limit,download_expiry,product_url,button_text,images,downloadable_files,product_page_url,tax:product_type,tax:product_visibility,tax:product_cat,tax:product_tag,tax:product_shipping_class,attribute:pa_material,attribute_data:pa_material,attribute_default:pa_material,attribute:pa_metal,attribute_data:pa_metal,attribute_default:pa_metal,attribute:pa_metal-purity,attribute_data:pa_metal-purity,attribute_default:pa_metal-purity,attribute:pa_shape,attribute_data:pa_shape,attribute_default:pa_shape,attribute:pa_style,attribute_data:pa_style,attribute_default:pa_style
"Double Halo Diamond Ring in Two-tone 14K Gold",double-halo-diamond-ring-in-two-tone-14k-gold,,28615,,,publish,,362,"2022-06-01 17:39:26",2,closed,R35521KC14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35521KC14DD001_new.jpg ! alt :  ! title : R35521KC14DD001_new ! desc :  ! caption : ",,https://eji.com.hk/product/double-halo-diamond-ring-in-two-tone-14k-gold/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Sunburst",Sunburst,,Diamond,0|1|0,,,,,,,,,,,,,
"Half Eternity Halo Diamond Ring in 14K White Gold",half-eternity-halo-diamond-ring-in-14k-white-gold-3,,28616,"Half Eternity Halo Diamond Ring in 14K White Gold",,publish,,364,"2022-06-01 17:39:26",2,closed,R35522KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35522KW14DD001.jpg ! alt :  ! title : R35522KW14DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/half-eternity-halo-diamond-ring-in-14k-white-gold-3/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Sunburst",Sunburst,,Diamond,0|1|0,,,,,,,,,,,,,
"Halo Diamond Ring in 14K White Gold",halo-diamond-ring-in-14k-white-gold,,28617,"Halo Diamond Ring in 14K White Gold",,publish,,371,"2022-06-01 17:39:26",2,closed,R35523KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35523KW14DD001.jpg ! alt :  ! title : R35523KW14DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/halo-diamond-ring-in-14k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Sunburst",Sunburst,,Diamond,0|1|0,,,,,,,,,,,,,
"Star Halo Diamond Ring in 14K White Gold",star-halo-diamond-ring-in-14k-white-gold,,28618,"Star Halo Diamond Ring in 14K White Gold",,publish,,370,"2022-06-01 17:39:26",2,closed,R35524KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35524KW14DD001.jpg ! alt :  ! title : R35524KW14DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/star-halo-diamond-ring-in-14k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Sunburst",Sunburst,,Diamond,0|1|0,,,,,,,,,,,,,
"Twist Band Halo Diamond Ring in Two-tone 14K Gold",twist-halo-diamond-ring-in-two-tone-14k-gold,,28619,"Twist Halo Diamond Ring in Two-tone 14K Gold",,publish,,403,"2022-06-01 17:39:27",2,closed,R35526KC14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35526KC14DD001_new.jpg ! alt :  ! title : R35526KC14DD001_new ! desc :  ! caption : ",,https://eji.com.hk/product/twist-halo-diamond-ring-in-two-tone-14k-gold/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Sunburst",Sunburst,,Diamond,0|1|0,,,,,,,,,,,,,
"Two-tone Double Halo Diamond Ring in 14K White Gold",two-tone-double-halo-diamond-ring-in-14k-white-gold,,28620,"Two-tone Double Halo Diamond Ring in 14K White Gold",,publish,,415,"2022-06-01 17:39:27",2,closed,R35528KA14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35528KA14DD001.jpg ! alt :  ! title : R35528KA14DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/two-tone-double-halo-diamond-ring-in-14k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Sunburst",Sunburst,,Diamond,0|1|0,,,,,,,,,,,,,
"Solitaire Diamond Ring in Two-tone 14K Gold",half-eternity-solitaire-diamond-ring-in-two-tone-14k-gold,,28621,,,publish,,1,"2022-06-01 17:39:28",2,closed,R35529KA14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35529KA14DD001_221028_a.jpg ! alt :  ! title : R35529KA14DD001_221028_a ! desc :  ! caption : ",,https://eji.com.hk/product/half-eternity-solitaire-diamond-ring-in-two-tone-14k-gold/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Sunburst",Sunburst,,Diamond,0|1|0,,,,,,,,,,,,,
"Solitaire Diamond Ring in 18k White Gold",solitaire-diamond-ring-in-18k-white-gold-3,,28622,,,publish,,411,"2022-06-01 17:39:29",2,closed,R35530,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35530SVRCZ001_221028_b.jpg ! alt :  ! title : R35530SVRCZ001_221028_b ! desc :  ! caption : ",,https://eji.com.hk/product/solitaire-diamond-ring-in-18k-white-gold-3/,simple,,"Catalogue > Collections > As One|Catalogue > Collections|Catalogue > Rings","As One",,CZ,0|1|0,,Silver,1|1|0,,925,2|1|0,,,,,,,
"Solitaire Diamond Ring in 18k White Gold",solitaire-diamond-ring-in-18k-white-gold-4,,28623,,,publish,,412,"2022-06-01 17:39:29",2,closed,R35531,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35531SVRCZ001_a.jpg ! alt :  ! title : R35531SVRCZ001_a ! desc :  ! caption : ",,https://eji.com.hk/product/solitaire-diamond-ring-in-18k-white-gold-4/,simple,,"Catalogue > Collections > As One|Catalogue > Collections|Catalogue > Rings","As One",,,,,,,,,,,,,,,,
"Solitaire Diamond Ring in 18k White Gold",solitaire-diamond-ring-in-18k-white-gold-5,,28624,,,publish,,410,"2022-06-01 17:39:29",2,closed,R35532,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35532SVRCZ001_221028_a.jpg ! alt :  ! title : R35532SVRCZ001_221028_a ! desc :  ! caption : ",,https://eji.com.hk/product/solitaire-diamond-ring-in-18k-white-gold-5/,simple,,"Catalogue > Collections > As One|Catalogue > Collections|Catalogue > Rings","As One",,,,,,,,,,,,,,,,
"Solitaire Diamond Ring in 18k White Gold",solitaire-diamond-ring-in-18k-white-gold-6,,28625,,,publish,,409,"2022-06-01 17:39:30",2,closed,R35533,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35533SVRCZ001_221028_a.jpg ! alt :  ! title : R35533SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/solitaire-diamond-ring-in-18k-white-gold-6/,simple,,"Catalogue > Collections > As One|Catalogue > Collections|Catalogue > Rings","As One",,CZ,0|1|0,,Silver,1|1|0,,925,2|1|0,,,,,,,
"Twist Solitaire Diamond Ring in 18k White Gold",twist-solitaire-diamond-ring-in-18k-white-gold,,28626,,,publish,,407,"2022-06-01 17:39:30",2,closed,R35534,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35534SVRCZ001_221030_a.jpg ! alt :  ! title : R35534SVRCZ001_221030_a ! desc :  ! caption : ",,https://eji.com.hk/product/twist-solitaire-diamond-ring-in-18k-white-gold/,simple,,"Catalogue > Collections > As One|Catalogue > Collections|Catalogue > Rings","As One",,,,,,,,,,,,,,,,
"Solitaire Diamond Ring in 18k White Gold",solitaire-diamond-ring-in-18k-white-gold-2,,28627,"Solitaire CZ Ring in Silver",,publish,,82,"2022-06-01 17:39:30",2,closed,R35535,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35535SVRCZ001_221030_a.jpg ! alt :  ! title : R35535SVRCZ001_221030_a ! desc :  ! caption : ",,https://eji.com.hk/product/solitaire-diamond-ring-in-18k-white-gold-2/,simple,,"Catalogue > Collections > As One|Catalogue > Collections|Catalogue > Rings","As One",,,,,,,,,,,,,,,,
"Solitaire Diamond Ring 18k White Gold",solitaire-diamond-ring-18k-white-gold,,28628,"Solitaire CZ Ring in Silver",,publish,,84,"2022-06-01 17:39:30",2,closed,R35536,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35536SVRCZ001A_221030_a.jpg ! alt :  ! title : R35536SVRCZ001A_221030_a ! desc :  ! caption : ",,https://eji.com.hk/product/solitaire-diamond-ring-18k-white-gold/,simple,,"Catalogue > Collections > As One|Catalogue > Collections|Catalogue > Rings","As One",,CZ,0|1|0,,Silver,1|1|0,,925,2|1|0,,,,,,,
"Solitaire Diamond Ring in 18k White Gold",solitaire-diamond-ring-in-18k-white-gold,,28629,"Solitaire CZ Ring in Silver",,publish,,87,"2022-06-01 17:39:31",2,closed,R35537,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R35537SVRCZ001_221028a.jpg ! alt :  ! title : R35537SVRCZ001_221028a ! desc :  ! caption : ",,https://eji.com.hk/product/solitaire-diamond-ring-in-18k-white-gold/,simple,,"Catalogue > Collections > As One|Catalogue > Collections|Catalogue > Rings","As One",,CZ,0|1|0,,Silver,1|1|0,,925,2|1|0,,,,,,,
"Wrong colour_Enamel Diamond Ring in 14k Rose Gold",,,28630,,,draft,,432,"2022-06-01 17:39:31",2,closed,R35542KP14V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=28630,simple,,"Catalogue > Collections|Catalogue > Rings",Bonbon,,Diamond,0|1|0,,,,,,,,,,,,,
"B7_Enamel Diamond Ring in 14k Rose Gold",,,28631,,,draft,,22,"2022-06-01 17:39:32",2,closed,R35543KP14V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,,,https://eji.com.hk/?post_type=product&p=28631,simple,,"Catalogue > Collections|Catalogue > Rings",Bonbon,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Ring Band in 14k White Gold",diamond-ring-band-in-14k-white-gold-2,,28632,"Half Eternity Diamond Ring in 14k White Gold",,publish,,205,"2022-06-01 17:39:33",2,closed,Z35514KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z35514KW14DD001_a.jpg ! alt :  ! title : Z35514KW14DD001_a ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-band-in-14k-white-gold-2/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Sunburst",Sunburst,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Ring Band in 14k White Gold",diamond-ring-in-14k-white-gold,,28633,"Half Eternity Diamond Ring in 14k White Gold",,publish,,203,"2022-06-01 17:39:33",2,closed,Z35515KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z35515KW14DD001_221028.jpg ! alt :  ! title : Z35515KW14DD001_221028 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-in-14k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Sunburst",Sunburst,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Ring Band in 14k White Gold",diamond-ring-band-in-14k-white-gold,,28634,"Wave Half Eternity Diamond Ring in 14k White Gold",,publish,,360,"2022-06-01 17:39:33",2,closed,Z35516KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z35516KW14DD002_a.jpg ! alt :  ! title : Z35516KW14DD002_a ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-band-in-14k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Sunburst",Sunburst,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Ring Band in 14k White Gold",diamond-ring-band-in-14k-white-gold-3,,28635,"Half Eternity Diamond Ring in 14k White Gold",,publish,,207,"2022-06-01 17:39:33",2,closed,Z35517KW14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z35517KW14DD001_221028_a.jpg ! alt :  ! title : Z35517KW14DD001_221028_a ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-ring-band-in-14k-white-gold-3/,simple,,"Catalogue > Collections|Catalogue > Rings|Catalogue > Collections > Sunburst",Sunburst,,Diamond,0|1|0,,,,,,,,,,,,,
"Twist Band Diamond Ring in 18k White Gold",twist-band-diamond-ring-in-18k-white-gold,,28636,,,publish,,408,"2022-06-01 17:39:33",2,closed,Z35534,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z35534SVRCZ001.jpg ! alt :  ! title : Z35534SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/twist-band-diamond-ring-in-18k-white-gold/,simple,,"Catalogue > Collections > As One|Catalogue > Collections|Catalogue > Rings","As One",,CZ,0|1|0,,Silver,1|1|0,,925,2|1|0,,Round,3|1|0,,,,
"Diamond Band Ring in 18k White Gold",diamond-band-ring-in-18k-white-gold-2,,28637,"CZ Band Ring in Silver",,publish,,83,"2022-06-01 17:39:34",2,closed,Z35535,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z35535SVRCZ001.jpg ! alt :  ! title : Z35535SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-band-ring-in-18k-white-gold-2/,simple,,"Catalogue > Collections > As One|Catalogue > Collections|Catalogue > Rings","As One",,,,,,,,,,,,,,,,
"Diamond Band Ring in 18k White Gold",diamond-band-ring-in-18k-white-gold,,28638,"CZ Band Ring in 925 Silver",,publish,,359,"2022-06-01 17:39:34",2,closed,Z35537,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z35537SVRCZ001.jpg ! alt :  ! title : Z35537SVRCZ001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-band-ring-in-18k-white-gold/,simple,,"Catalogue > Collections > As One|Catalogue > Collections|Catalogue > Rings","As One",,,,,,,,,,,,,,,,
"Eternity Chain Diamond Ring in 18k White Gold",eternity-chain-diamond-ring-in-18k-white-gold,,28730,,,publish,,158,"2022-06-10 17:08:25",2,closed,R28359GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28359GW18DD001_220354_a-1.jpg ! alt :  ! title : R28359GW18DD001_220354_a ! desc :  ! caption : ",,https://eji.com.hk/product/eternity-chain-diamond-ring-in-18k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Collections > La roue|Catalogue > Rings","La roue",,Diamond,0|1|0,,,,,,,,,,,,,
"Eternity Chain Diamond Ring in Two-tone18k Gold",eternity-chain-diamond-ring-in-two-tone18k-gold,,28731,,,publish,,159,"2022-06-10 17:08:26",2,closed,R28360GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/R28360GC18DD001_220354_a.jpg ! alt :  ! title : R28360GC18DD001_220354_a ! desc :  ! caption : ",,https://eji.com.hk/product/eternity-chain-diamond-ring-in-two-tone18k-gold/,simple,,"Catalogue > Collections|Catalogue > Collections > La roue|Catalogue > Rings","La roue",,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond Ring Band in Two-tone 14K Gold",eternity-stud-diamond-ring-in-two-tone18k-gold,,28732,,,publish,,2,"2022-06-10 17:08:27",2,closed,35529ZKA14DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,taxable,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/Z35529KA14DD001_a.jpg ! alt :  ! title : Z35529KA14DD001_a ! desc :  ! caption : ",,https://eji.com.hk/product/eternity-stud-diamond-ring-in-two-tone18k-gold/,simple,,"Catalogue > Collections|Rings > Diamond Rings|Catalogue > Rings|Catalogue > Collections > Sunburst",Sunburst,,Diamond,0|1|0,,,,,,,,,,,,,
"Chain Huggie Diamond Earrings in Two-tone 18k Gold",chain-huggie-diamond-earrings-in-two-tone-18k-gold,,28733,,,publish,,52,"2022-06-10 17:08:27",2,closed,E28360GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,none,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28360GC18DD001H_220354_A.jpg ! alt :  ! title : E28360GC18DD001H_220354_A ! desc :  ! caption : ",,https://eji.com.hk/product/chain-huggie-diamond-earrings-in-two-tone-18k-gold/,simple,,"Catalogue > Collections|Catalogue > Earrings|Earrings > Hoop Earrings|Catalogue > Collections > La roue|Earrings","La roue",,Diamond,0|1|0,,,,,,,,,,,,,
"Chain Diamond Circle Earrings in Two-tone 18k Gold",chain-diamond-circle-earrings-in-two-tone-18k-gold,,28734,,,publish,,46,"2022-06-10 17:08:27",2,closed,E28361GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,none,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28361GC18DD001_220354.jpg ! alt :  ! title : E28361GC18DD001_220354 ! desc :  ! caption : ",,https://eji.com.hk/product/chain-diamond-circle-earrings-in-two-tone-18k-gold/,simple,,"Catalogue > Collections|Catalogue > Earrings|Catalogue > Collections > La roue|Earrings","La roue",,Diamond,0|1|0,,,,,,,,,,,,,
"Chain Diamond Stud Earrings in 18k Rose Gold",chain-diamond-stud-earrings-in-18k-rose-gold,,28735,,,publish,,51,"2022-06-10 17:08:27",2,closed,E28362KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,none,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28362KP18DD001_220354.jpg ! alt :  ! title : E28362KP18DD001_220354 ! desc :  ! caption : ",,https://eji.com.hk/product/chain-diamond-stud-earrings-in-18k-rose-gold/,simple,,"Catalogue > Collections|Catalogue > Earrings|Catalogue > Collections > La roue|Earrings > Stud Earrings|Earrings","La roue",,Diamond,0|1|0,,,,,,,,,,,,,
"Baguette Diamond Huggie Earrings in 18k White Gold",baguette-diamond-huggie-earrings-in-18k-white-gold,,28736,,,publish,,28,"2022-06-10 17:08:28",2,closed,E28368GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,none,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28368GC18DD001G_220708_A.jpg ! alt :  ! title : E28368GC18DD001G_220708_A ! desc :  ! caption : ",,https://eji.com.hk/product/baguette-diamond-huggie-earrings-in-18k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Earrings|Earrings > Hoop Earrings|Catalogue > Collections > Polygon|Earrings",Polygon,,Diamond,0|1|0,,,,,,,,,,,,,
"Baguette diamond drop huggie earrings in 18k white gold",baguette-diamond-drop-huggie-earrings-in-18k-white-gold,,28737,,,publish,,24,"2022-06-10 17:08:28",2,closed,E28369GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,none,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28369GC18DD001G_220708.jpg ! alt :  ! title : E28369GC18DD001G_220708 ! desc :  ! caption : ",,https://eji.com.hk/product/baguette-diamond-drop-huggie-earrings-in-18k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Earrings|Earrings > Hoop Earrings|Catalogue > Collections > Polygon|Earrings",Polygon,,Diamond,0|1|0,,,,,,,,,,,,,
"Baguette Diamond Huggie Earring in 18k Rose Gold",baguette-diamond-huggie-earring-in-18k-rose-gold,,28738,,,publish,,25,"2022-06-10 17:08:28",2,closed,E28371KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,none,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28371KP18DD001G_220708.jpg ! alt :  ! title : E28371KP18DD001G_220708 ! desc :  ! caption : ",,https://eji.com.hk/product/baguette-diamond-huggie-earring-in-18k-rose-gold/,simple,,"Catalogue > Collections|Catalogue > Earrings|Earrings > Hoop Earrings|Catalogue > Collections > Polygon|Earrings",Polygon,,Diamond,0|1|0,,,,,,,,Baguettes,1|1|0,,,,
"Baguette Diamond Stud Earring in 18k Rose Gold",baguette-diamond-stud-earring-in-18k-rose-gold,,28739,,,publish,,32,"2022-06-10 17:08:28",2,closed,E28372GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,none,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28372GC18DD001_220708.jpg ! alt :  ! title : E28372GC18DD001_220708 ! desc :  ! caption : ",,https://eji.com.hk/product/baguette-diamond-stud-earring-in-18k-rose-gold/,simple,,"Catalogue > Collections|Catalogue > Earrings|Catalogue > Collections > Polygon|Earrings > Stud Earrings|Earrings",Polygon,,Diamond,0|1|0,,,,,,,,Round,0|1|0,,Circle|Geometric,0|1|0,
"Akoya pearl diamond drop earrings in 18k rose gold",pearl-diamond-drop-earrings-in-18k-rose-gold,,28740,,,publish,,6,"2022-06-10 17:08:30",2,closed,E28375KP18PA001,,,no,no,,5000,,,,,,,,instock,no,no,,no,none,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28375KP18PA001_221207_a.jpg ! alt :  ! title : E28375KP18PA001_221207_a ! desc :  ! caption : ",,https://eji.com.hk/product/pearl-diamond-drop-earrings-in-18k-rose-gold/,simple,,"Catalogue > Collections|Catalogue > Earrings|Catalogue > Collections > Moonlight|Earrings",Moonlight,,Amethyst|Diamond,0|1|0,,,,,,,,Round,0|1|0,,Circle|Geometric,0|1|0,
"Diamond huggie earrings in 18k rose gold",diamond-huggie-earrings-in-18k-rose-gold-2,,28741,,,publish,,97,"2022-06-10 17:08:30",2,closed,E28377KP18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,none,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28377KP18DD001H_221207.jpg ! alt :  ! title : E28377KP18DD001H_221207 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-huggie-earrings-in-18k-rose-gold-2/,simple,,"Catalogue > Collections|Catalogue > Earrings|Earrings > Hoop Earrings|Catalogue > Collections > Moonlight|Earrings",Moonlight,,"Akoya Pearl|Diamond",0|1|0,,,,,,,,Round,0|1|0,,Circle|Geometric,0|1|0,
"Geometric diamond earrings in two-tone 18k gold",geometric-diamond-earrings-in-two-tone-18k-gold,,28742,,,publish,,191,"2022-06-10 17:08:30",2,closed,E28381GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,none,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28381GC18DD001.jpg ! alt :  ! title : E28381GC18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/geometric-diamond-earrings-in-two-tone-18k-gold/,simple,,"Catalogue > Collections > Aztectic|Catalogue > Collections|Catalogue > Earrings|Earrings",,,Diamond,0|1|0,,,,,,,,Round,0|1|0,,Circle|Geometric,0|1|0,
"Diamond earrings in two-tone 18k gold",vf_diamond-earrings-in-two-tone-18k-gold,,28743,,,publish,,96,"2022-06-10 17:08:31",2,closed,E28388GC18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,none,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28388GC18DD001.jpg ! alt :  ! title : E28388GC18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/vf_diamond-earrings-in-two-tone-18k-gold/,simple,,"Catalogue > Collections|Catalogue > Earrings|Catalogue > Collections > Starlight|Earrings",Starlight,,Diamond,0|1|0,,,,,,,,,,,,,
"Diamond earrings in 18k white gold",diamond-earrings-in-18k-white-gold,,28744,,,publish,,95,"2022-06-10 17:08:31",2,closed,E28390GW18DD001,,,no,no,,5000,,,,,,,,instock,no,no,,no,none,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E28390GW18DD001.jpg ! alt :  ! title : E28390GW18DD001 ! desc :  ! caption : ",,https://eji.com.hk/product/diamond-earrings-in-18k-white-gold/,simple,,"Catalogue > Collections|Catalogue > Earrings|Catalogue > Collections > Starlight|Earrings",Starlight,,Diamond,0|1|0,,,,,,,,,,,,,
"Enamel Pink Sapphire Diamond Earrings in 14k Rose Gold",enamel-pink-sapphire-diamond-earrings-in-14k-rose-gold,,28745,,,publish,,154,"2022-06-10 17:08:31",2,closed,E35539KP14V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,none,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E35539KP14V01001A_221043.jpg ! alt :  ! title : E35539KP14V01001A_221043 ! desc :  ! caption : ",,https://eji.com.hk/product/enamel-pink-sapphire-diamond-earrings-in-14k-rose-gold/,simple,,"Catalogue > Collections > Bonbon|Catalogue > Collections|Catalogue > Earrings|Earrings > Gemstone Earrings|Earrings",Bonbon,,Diamond|Sapphire,0|1|0,,,,,,,,,,,,,
"Enamel Purple Sapphire Diamond Earrings in 14k Rose Gold",enamel-purple-sapphire-diamond-earrings-in-14k-rose-gold,,28746,,,publish,,155,"2022-06-10 17:08:31",2,closed,E35540KP14V01001,,,no,no,,5000,,,,,,,,instock,no,no,,no,none,,,,,,'-1,'-1,,,"https://eji.com.hk/wp-content/uploads/2022/06/E35540KP14V01001A_22104.jpg ! alt :  ! title : E35540KP14V01001A_22104 ! desc :  ! caption : ",,https://eji.com.hk/product/enamel-purple-sapphire-diamond-earrings-in-14k-rose-gold/,simple,,"Catalogue > Collections > Bonbon|Catalogue > Collections|Catalogue > Earrings|Earrings > Gemstone Earrings|Earrings",Bonbon,,Amethyst|Diamond,0|1|0,,,,,,,,,,,,,
